"","tsne_1","tsne_2","CellType"
"63",12.22235526686,-9.01866399140553,"CD8+/CD45RA+ Naive Cytotoxic"
"64",2.22072908421795,-23.5498460339578,"CD4+/CD25 T Reg"
"65",22.0970063499909,11.9577460691758,"CD8+/CD45RA+ Naive Cytotoxic"
"66",2.15591133894291,-22.7484583850986,"CD4+/CD25 T Reg"
"67",5.55382251350867,-1.94569927935655,"CD4+/CD45RO+ Memory"
"68",11.2944986704207,3.97295284720618,"CD8+ Cytotoxic T"
"69",5.99825113095637,12.5618408226485,"CD4+/CD25 T Reg"
"70",25.2739868281989,-1.22864991196273,"CD19+ B"
"71",-25.8052900608339,-9.92090748825068,"CD56+ NK"
"72",-2.20727363716197,18.0833294671465,"CD8+/CD45RA+ Naive Cytotoxic"
"73",10.0510547392626,13.8656857594657,"CD8+/CD45RA+ Naive Cytotoxic"
"74",5.62271539978409,-0.563198650778758,"CD4+/CD25 T Reg"
"75",11.2862954307694,-19.518610977393,"CD4+/CD25 T Reg"
"76",6.70609614734346,-13.0655425891605,"CD4+/CD25 T Reg"
"77",-7.23952546465051,9.27321598534184,"CD8+ Cytotoxic T"
"78",-5.57334378417286,-8.70347492698226,"CD8+/CD45RA+ Naive Cytotoxic"
"79",-18.7841918859447,22.7286086711162,"CD14+ Monocyte"
"80",-1.22885814668787,-4.30625484814234,"CD8+ Cytotoxic T"
"81",-8.07002836766777,-4.97359938268242,"CD8+/CD45RA+ Naive Cytotoxic"
"82",18.3451503411336,3.5875168589516,"CD8+/CD45RA+ Naive Cytotoxic"
"83",-19.8996040676669,-8.65032498572447,"CD56+ NK"
"84",-13.8121344930938,-0.576529011402137,"CD8+ Cytotoxic T"
"85",25.8264952192276,-2.90405480532569,"CD19+ B"
"86",-0.606892773075754,28.5540916716093,"CD14+ Monocyte"
"87",3.64146660731035,-10.8453513336321,"CD4+/CD45RO+ Memory"
"88",-15.6417133993468,5.06125509073532,"CD8+ Cytotoxic T"
"89",-1.94047383842919,17.1480672278613,"CD8+/CD45RA+ Naive Cytotoxic"
"90",14.3008165154404,4.22348923476697,"CD8+/CD45RA+ Naive Cytotoxic"
"91",15.0048765712394,7.17076824595943,"CD8+/CD45RA+ Naive Cytotoxic"
"92",17.861322948926,15.2202004101452,"CD8+/CD45RA+ Naive Cytotoxic"
"93",-16.9406235549073,6.05689852041625,"CD8+ Cytotoxic T"
"94",16.5799452962925,-9.66053000674335,"CD8+/CD45RA+ Naive Cytotoxic"
"95",12.3968215898644,21.1781810927001,"CD4+/CD25 T Reg"
"96",23.1228760503272,15.9648460126025,"CD4+/CD25 T Reg"
"97",10.5029932722919,20.9845431798422,"CD8+/CD45RA+ Naive Cytotoxic"
"98",9.41654054504607,7.73311033036531,"CD4+/CD45RA+/CD25- Naive T"
"99",3.10914146040945,-2.53476596062391,"CD4+/CD25 T Reg"
"100",19.3382976271314,5.71105223963423,"CD4+/CD45RA+/CD25- Naive T"
"101",15.0180386522571,11.4444758741673,"CD4+/CD25 T Reg"
"102",6.32672685691238,-19.6352453470381,"CD4+/CD25 T Reg"
"103",8.89639663039577,-15.5820668363146,"CD8+ Cytotoxic T"
"104",1.30003807622947,6.60864765366222,"CD4+/CD25 T Reg"
"105",5.76611800292639,3.88766491457761,"CD8+/CD45RA+ Naive Cytotoxic"
"106",3.43472924463284,-19.1787147106456,"CD4+/CD45RA+/CD25- Naive T"
"107",-18.8688141310403,-5.08156780981632,"CD8+ Cytotoxic T"
"108",8.15098648580289,-6.23024987157261,"CD4+/CD45RO+ Memory"
"109",-5.69995788061522,-17.7393535472073,"CD8+ Cytotoxic T"
"110",7.63542928125467,14.2885781944768,"CD8+/CD45RA+ Naive Cytotoxic"
"111",-15.8051389780657,4.76115878293658,"CD8+ Cytotoxic T"
"112",-3.7245147966582,-3.65770248545813,"CD8+/CD45RA+ Naive Cytotoxic"
"113",5.33284384076712,-10.6996069233562,"CD8+/CD45RA+ Naive Cytotoxic"
"114",3.51436287628258,-3.5688872771961,"CD8+ Cytotoxic T"
"115",-1.81569805205936,2.55834311689427,"CD8+/CD45RA+ Naive Cytotoxic"
"116",-2.82564986912513,17.8990348871583,"CD8+/CD45RA+ Naive Cytotoxic"
"117",-24.4927467307694,2.9624245211884,"CD8+ Cytotoxic T"
"118",23.6647606918149,13.4840212888225,"CD8+/CD45RA+ Naive Cytotoxic"
"119",7.47444005403617,16.1332023190853,"CD8+/CD45RA+ Naive Cytotoxic"
"120",3.28199446627451,3.49273141844554,"CD4+/CD25 T Reg"
"121",24.5233793730269,-6.09008838871329,"CD19+ B"
"122",-21.8711964312954,-18.7564066481951,"CD56+ NK"
"123",25.1856447947925,-1.50645801687459,"CD19+ B"
"124",14.7371900753302,-7.87618375120953,"CD4+/CD25 T Reg"
"125",15.5546074694379,4.63973064113171,"CD4+/CD45RA+/CD25- Naive T"
"126",-19.9686087238222,7.88481075606553,"CD8+ Cytotoxic T"
"127",11.1015535909556,-18.1186842896942,"CD8+/CD45RA+ Naive Cytotoxic"
"128",28.6819330665028,-8.94895306552283,"CD19+ B"
"129",-5.84261971737262,-3.97241965574299,"CD8+/CD45RA+ Naive Cytotoxic"
"130",-9.16956339452991,16.8023763319209,"CD8+/CD45RA+ Naive Cytotoxic"
"131",1.78837739238005,13.7917383411878,"CD8+/CD45RA+ Naive Cytotoxic"
"132",4.87897193188592,-28.1571776945665,"CD4+/CD25 T Reg"
"133",10.461494377672,-15.8608581028892,"CD4+/CD25 T Reg"
"134",-13.4986518801847,26.4655972258514,"CD14+ Monocyte"
"135",29.5106221463577,1.39734624580938,"CD19+ B"
"136",-24.4842851358715,-19.9021665119696,"CD56+ NK"
"137",-23.2038823785232,-19.8760529787938,"CD56+ NK"
"138",1.54013156282592,26.181764709847,"CD14+ Monocyte"
"139",-12.3291644558745,25.1961181958438,"CD14+ Monocyte"
"140",2.7316286411737,-16.0850674191613,"CD4+/CD25 T Reg"
"141",28.6565589259173,-9.00917736091936,"CD19+ B"
"142",4.47273725049261,-2.22260429960073,"CD4+/CD25 T Reg"
"143",27.7989420950339,0.346400047238709,"CD19+ B"
"144",-6.91069246359169,-28.5156961288209,"Dendritic"
"145",-25.1224928326479,1.28898728235077,"CD8+ Cytotoxic T"
"146",-6.87148237808354,16.00754198019,"CD8+/CD45RA+ Naive Cytotoxic"
"147",1.16702908206174,16.1737352529805,"CD8+/CD45RA+ Naive Cytotoxic"
"148",-10.6010346663787,-12.8486971790878,"CD8+/CD45RA+ Naive Cytotoxic"
"149",32.9085775534201,0.288308278721492,"CD19+ B"
"150",25.5482554498781,-7.53463482010286,"CD19+ B"
"151",2.09189635649238,-6.39165247349424,"CD4+/CD25 T Reg"
"152",-6.35741851752194,26.5888055554657,"CD14+ Monocyte"
"153",13.1264131400863,-1.33037564774593,"CD4+/CD25 T Reg"
"154",-1.56638952714502,14.9196283465521,"CD8+/CD45RA+ Naive Cytotoxic"
"155",14.2510695305752,-3.08520370856102,"CD4+/CD25 T Reg"
"156",11.8508137264037,-0.417137685437127,"CD4+/CD45RA+/CD25- Naive T"
"157",4.28885828131071,8.37692102344863,"CD4+/CD25 T Reg"
"158",8.89893718847977,-14.8961747742795,"CD4+/CD45RO+ Memory"
"159",-5.10765753145147,-14.1043523323131,"CD8+ Cytotoxic T"
"160",10.7625476137227,20.3456682114712,"CD8+/CD45RA+ Naive Cytotoxic"
"161",3.44603687696626,11.5670932980831,"CD8+/CD45RA+ Naive Cytotoxic"
"162",7.76263162226771,10.4215087098113,"CD8+/CD45RA+ Naive Cytotoxic"
"163",-0.548087585614572,30.4896806084828,"Dendritic"
"164",10.4150930279373,2.12664364829703,"CD4+/CD25 T Reg"
"165",12.915357942598,10.3828744983459,"CD8+/CD45RA+ Naive Cytotoxic"
"166",-5.46936472428015,-13.8665340474441,"CD8+ Cytotoxic T"
"167",-11.3199457386303,-2.85913127864852,"CD8+/CD45RA+ Naive Cytotoxic"
"168",-2.48659447843259,21.8873865994512,"CD34+"
"169",-1.48418451107028,17.0311134667968,"CD8+/CD45RA+ Naive Cytotoxic"
"170",-12.3602828467715,-11.3967771896915,"CD8+ Cytotoxic T"
"171",18.8070226063378,-21.273961134258,"CD8+/CD45RA+ Naive Cytotoxic"
"172",14.4004868039188,0.217851495702618,"CD4+/CD25 T Reg"
"173",-24.2851708471641,-9.19723657622337,"CD56+ NK"
"174",15.5906553757238,0.75532292317799,"CD8+/CD45RA+ Naive Cytotoxic"
"175",16.0534740306811,9.03740071076211,"CD4+/CD45RA+/CD25- Naive T"
"176",-21.1150691517295,-15.7235591953229,"CD56+ NK"
"177",12.4463841622404,-3.43738471483905,"CD8+/CD45RA+ Naive Cytotoxic"
"178",-5.29041347002188,13.0430730517853,"CD8+/CD45RA+ Naive Cytotoxic"
"179",0.00629426497920659,26.1332471118658,"CD14+ Monocyte"
"180",7.87341480964617,-10.5606181939512,"CD4+/CD25 T Reg"
"181",24.4236144493973,-3.09050565355741,"CD19+ B"
"182",-6.38636256642014,7.07962826033706,"CD8+/CD45RA+ Naive Cytotoxic"
"183",12.8795186085639,-0.386241465334857,"CD4+/CD45RA+/CD25- Naive T"
"184",-21.8682726550745,-14.9845325972453,"CD56+ NK"
"185",8.13087499056613,-3.51388050566791,"CD4+/CD25 T Reg"
"186",12.9248215083894,-7.07195806499135,"CD4+/CD45RO+ Memory"
"187",-27.42918965346,9.12258891057699,"CD8+ Cytotoxic T"
"188",-3.85498243135117,4.23638987922398,"CD4+/CD45RA+/CD25- Naive T"
"189",8.83606001811512,-11.2259619439526,"CD4+/CD25 T Reg"
"190",-8.2898838766252,15.6234011983837,"CD8+/CD45RA+ Naive Cytotoxic"
"191",-18.3768499854471,-9.8732822676959,"CD8+ Cytotoxic T"
"192",20.9072737580717,10.5458385822207,"CD8+/CD45RA+ Naive Cytotoxic"
"193",-20.8227231269177,-11.876713648251,"CD56+ NK"
"194",7.4183469211351,3.15367462751183,"CD8+/CD45RA+ Naive Cytotoxic"
"195",22.5946609695865,4.88769715567305,"CD8+/CD45RA+ Naive Cytotoxic"
"196",-4.09415811120769,14.8652380975594,"CD8+/CD45RA+ Naive Cytotoxic"
"197",10.9872661754316,-6.26236889958245,"CD8+/CD45RA+ Naive Cytotoxic"
"198",15.1741746546261,16.6799585347892,"CD8+/CD45RA+ Naive Cytotoxic"
"199",10.8999037667173,5.61635343826095,"CD8+/CD45RA+ Naive Cytotoxic"
"200",3.11475613029663,-27.4559242516644,"CD4+/CD25 T Reg"
"201",-22.0593355245517,7.20685494963804,"CD56+ NK"
"202",18.6652208216989,-6.97498336089827,"CD4+/CD45RA+/CD25- Naive T"
"203",13.9101473302646,8.51963366445359,"CD4+/CD45RA+/CD25- Naive T"
"204",-1.63273653847558,25.6989093688768,"CD14+ Monocyte"
"205",15.786025182726,9.78462218778789,"CD4+/CD25 T Reg"
"206",-24.0226095136053,-13.3814673272764,"CD56+ NK"
"207",-23.6139413551684,3.82087782431864,"CD8+ Cytotoxic T"
"208",9.8457174268444,-17.7725798934227,"CD4+/CD25 T Reg"
"209",14.2746984008683,-4.41964832264311,"CD8+/CD45RA+ Naive Cytotoxic"
"210",8.76948067861641,-23.1192929084358,"CD4+/CD45RO+ Memory"
"211",-6.13561326514479,0.404079031441692,"CD8+/CD45RA+ Naive Cytotoxic"
"212",4.51099481623609,-15.4993355620627,"CD4+/CD45RO+ Memory"
"213",25.5313198566036,0.34832883546862,"CD19+ B"
"214",-20.6519337986145,-5.41677179425098,"CD8+ Cytotoxic T"
"215",31.5358364924179,1.41312979647821,"CD19+ B"
"216",2.16885099347137,14.5561627932111,"CD8+/CD45RA+ Naive Cytotoxic"
"217",6.98756108122825,1.40597527175591,"CD4+/CD25 T Reg"
"218",-5.72366322230715,13.5083881014752,"CD8+/CD45RA+ Naive Cytotoxic"
"219",7.01615237901736,-16.5726266044945,"CD4+/CD25 T Reg"
"220",-16.0200175176918,-0.567300814723414,"CD8+ Cytotoxic T"
"221",-24.7033291635393,-16.2877938881325,"CD56+ NK"
"222",-31.6399952734448,-3.87441634022122,"Dendritic"
"223",-18.9001473489165,-8.30671483337009,"CD8+ Cytotoxic T"
"224",9.53866115836174,8.02927229483301,"CD8+/CD45RA+ Naive Cytotoxic"
"225",25.5559573018111,-15.4793590485669,"CD19+ B"
"226",1.34717113535691,-10.2309338944372,"CD8+ Cytotoxic T"
"227",15.5665300360362,13.2553465949255,"CD4+/CD25 T Reg"
"228",30.0871625464014,-3.41721841504316,"CD19+ B"
"229",30.6576357961447,-0.0541649931923363,"CD19+ B"
"230",-8.11720640169096,-13.4544408651639,"CD8+ Cytotoxic T"
"231",-31.8839083913388,-3.40616601003472,"Dendritic"
"232",5.4375974959066,-14.0351507956818,"CD4+/CD25 T Reg"
"233",-9.76942732788763,15.2875752850714,"CD8+/CD45RA+ Naive Cytotoxic"
"234",-20.8856798590302,10.6718419620311,"CD8+ Cytotoxic T"
"235",12.8754108626729,2.35781219343462,"CD8+/CD45RA+ Naive Cytotoxic"
"236",14.9503877312572,-10.2928740061053,"CD4+/CD25 T Reg"
"237",-1.89202752534293,4.55376363721957,"CD8+/CD45RA+ Naive Cytotoxic"
"238",17.7919920514287,0.273427276940216,"CD4+/CD45RA+/CD25- Naive T"
"239",-22.0381855183684,9.37952472978908,"CD56+ NK"
"240",27.3159994356902,-2.69428733060063,"CD19+ B"
"241",-19.6218525349279,7.40097071278822,"CD8+ Cytotoxic T"
"242",-32.9535611171575,-0.861136874813991,"Dendritic"
"243",-26.9348308216209,8.32502057451153,"CD56+ NK"
"244",11.2985390000061,11.5321568964517,"CD8+/CD45RA+ Naive Cytotoxic"
"245",-22.2778922215268,-5.9791511968788,"CD56+ NK"
"246",14.8674031714193,-3.97630194710152,"CD8+/CD45RA+ Naive Cytotoxic"
"247",-3.52106926319029,-0.570527482764615,"CD8+/CD45RA+ Naive Cytotoxic"
"248",-16.6763713059288,-4.78387652528163,"CD8+ Cytotoxic T"
"249",13.9638532683837,-17.4757004967616,"CD4+/CD25 T Reg"
"250",21.9576802511009,9.0950526143413,"CD4+/CD25 T Reg"
"251",-21.4082047385292,-14.0119925367731,"CD56+ NK"
"252",8.84756115431304,20.5315791624818,"CD4+/CD45RA+/CD25- Naive T"
"253",-25.7025824380991,-17.9351411007976,"CD56+ NK"
"254",4.44938491155061,15.4816275328102,"CD4+/CD25 T Reg"
"255",-3.67496014143131,27.3291096822391,"CD14+ Monocyte"
"256",-6.19903619230104,6.60775820058054,"CD8+/CD45RA+ Naive Cytotoxic"
"257",-8.80600823158245,17.2064876464602,"CD8+/CD45RA+ Naive Cytotoxic"
"258",6.70758563434214,-14.6110851437893,"CD4+/CD45RO+ Memory"
"259",-0.329416838500213,-14.3302262508771,"CD8+ Cytotoxic T"
"260",-27.300568239637,7.45671810943064,"CD56+ NK"
"261",0.187764976508555,17.3888630722868,"CD8+/CD45RA+ Naive Cytotoxic"
"262",-11.0191011705815,13.4755905058918,"CD8+/CD45RA+ Naive Cytotoxic"
"263",0.448144884583379,1.33623127486732,"CD4+/CD25 T Reg"
"264",-25.3495030360071,-9.76416790910787,"CD56+ NK"
"265",17.9706937958059,1.66158788877771,"CD8+/CD45RA+ Naive Cytotoxic"
"266",-16.4699657182803,7.83275690107402,"CD56+ NK"
"267",-22.79853868765,6.43138494612748,"CD8+ Cytotoxic T"
"268",17.4329072218954,11.5992498238063,"CD8+/CD45RA+ Naive Cytotoxic"
"269",-1.01728717019599,26.2002272221517,"CD14+ Monocyte"
"270",12.6921705376338,-1.98276177943354,"CD4+/CD45RA+/CD25- Naive T"
"271",11.3190953842563,4.83425734686551,"CD4+/CD25 T Reg"
"272",18.5123424276535,14.6564496381192,"CD8+/CD45RA+ Naive Cytotoxic"
"273",-0.546214579167516,-16.9886333866966,"CD8+ Cytotoxic T"
"274",-10.0817024078823,15.8846801537185,"CD8+/CD45RA+ Naive Cytotoxic"
"275",14.2666093957039,-13.147114296919,"CD4+/CD45RA+/CD25- Naive T"
"276",-15.0628984088615,-1.66349017051397,"CD8+ Cytotoxic T"
"277",-22.9908394401418,4.82300469582543,"CD56+ NK"
"278",26.7783249443455,0.0762285455266251,"CD19+ B"
"279",-21.8120403084342,-5.28007053087891,"CD56+ NK"
"280",5.63049519077081,-21.6362384227864,"CD4+/CD25 T Reg"
"281",-26.7053169230963,0.590684648843047,"CD56+ NK"
"282",-9.44656893027404,-7.31321022459437,"CD8+/CD45RA+ Naive Cytotoxic"
"283",-5.78173998429385,16.0960742562175,"CD8+/CD45RA+ Naive Cytotoxic"
"284",30.663533920263,-3.5528335607707,"CD19+ B"
"285",2.66970526929536,9.10119105863338,"CD8+/CD45RA+ Naive Cytotoxic"
"286",-7.65514882101126,25.9679831228374,"Dendritic"
"287",-9.31933700775556,-9.38492541455381,"CD8+ Cytotoxic T"
"288",19.3830598095113,6.46179568310965,"CD8+/CD45RA+ Naive Cytotoxic"
"289",-16.3311879421199,0.813321665782945,"CD8+ Cytotoxic T"
"290",-9.17569772285903,12.8761431879446,"CD8+/CD45RA+ Naive Cytotoxic"
"291",20.5130825917698,8.73549639191762,"CD4+/CD45RA+/CD25- Naive T"
"292",-9.41708285948908,14.7564725733482,"CD8+/CD45RA+ Naive Cytotoxic"
"293",-13.0155420258734,-15.7471854915382,"CD8+/CD45RA+ Naive Cytotoxic"
"294",-9.15993126702257,8.28250973881411,"CD8+/CD45RA+ Naive Cytotoxic"
"295",-15.5412926515582,25.4432067994469,"CD14+ Monocyte"
"296",-22.8055207174956,6.73824395353628,"CD8+ Cytotoxic T"
"297",-26.5902551860164,-15.9094045825094,"CD56+ NK"
"298",-1.32370482932242,-20.053708923698,"CD8+/CD45RA+ Naive Cytotoxic"
"299",-14.729140936725,-4.12282547643517,"CD8+ Cytotoxic T"
"300",27.4732932071716,-1.25016502639013,"CD19+ B"
"301",0.914707671347373,-22.2578541412631,"CD4+/CD25 T Reg"
"302",6.98777749264642,9.05571495112387,"CD8+/CD45RA+ Naive Cytotoxic"
"303",1.57393313497968,14.9487054577156,"CD8+/CD45RA+ Naive Cytotoxic"
"304",15.5480279289943,13.600718678597,"CD4+/CD25 T Reg"
"305",4.5865759113664,17.6050381839536,"CD8+/CD45RA+ Naive Cytotoxic"
"306",-23.4323519882048,-17.2370945950589,"CD56+ NK"
"307",3.59076510294831,6.6572785682902,"CD8+/CD45RA+ Naive Cytotoxic"
"308",3.70177443039934,-11.948653300667,"CD4+/CD45RO+ Memory"
"309",7.76233848379833,-19.060957651243,"CD4+/CD25 T Reg"
"310",-10.9662587469568,13.705594994547,"CD8+/CD45RA+ Naive Cytotoxic"
"311",-15.9212693167025,-4.17992185947245,"CD8+ Cytotoxic T"
"312",4.8382727389639,21.986796152888,"CD4+/CD45RA+/CD25- Naive T"
"313",5.57554372182767,8.01939354903331,"CD8+/CD45RA+ Naive Cytotoxic"
"314",-12.8504278424461,-12.6144517060365,"CD8+ Cytotoxic T"
"315",-6.20853054513554,9.07668263201557,"CD8+/CD45RA+ Naive Cytotoxic"
"316",-10.7533220146018,-11.6660515081277,"CD8+ Cytotoxic T"
"317",11.7470441281268,16.7549521464689,"CD8+/CD45RA+ Naive Cytotoxic"
"318",-16.5258181237097,24.6161452974871,"CD14+ Monocyte"
"319",-22.6568907891965,-6.71503805733216,"CD56+ NK"
"320",-12.9513068122087,-11.8988683108012,"CD8+ Cytotoxic T"
"321",5.88403023647087,5.20463060482736,"CD8+/CD45RA+ Naive Cytotoxic"
"322",21.801634819498,-17.7512071655889,"CD8+/CD45RA+ Naive Cytotoxic"
"323",-14.4338252158769,-15.2782224832338,"CD8+ Cytotoxic T"
"324",0.522345580703743,-10.251500774886,"CD8+/CD45RA+ Naive Cytotoxic"
"325",8.35759925579159,18.0625349034384,"CD4+/CD25 T Reg"
"326",18.1386499517415,-10.7985535046248,"CD4+/CD25 T Reg"
"327",16.4300254429105,-9.11971719065747,"CD8+/CD45RA+ Naive Cytotoxic"
"328",-6.91912974020023,-20.0569302559676,"CD8+ Cytotoxic T"
"329",11.5341151383698,3.49190295687372,"CD8+/CD45RA+ Naive Cytotoxic"
"330",-11.5770287128411,-16.0664075186192,"CD8+ Cytotoxic T"
"331",-12.831174656094,-5.78627727637053,"CD8+ Cytotoxic T"
"332",0.127647334510437,25.9485308623802,"Dendritic"
"333",-16.550305904394,-4.07919866045237,"CD8+ Cytotoxic T"
"334",7.248264598517,13.7172310752848,"CD4+/CD25 T Reg"
"335",-9.307826700797,7.34108537811647,"CD8+/CD45RA+ Naive Cytotoxic"
"336",7.40833629200231,12.7885202472243,"CD8+/CD45RA+ Naive Cytotoxic"
"337",14.4529870054641,20.9101845292402,"CD8+/CD45RA+ Naive Cytotoxic"
"338",-15.2068478405863,23.4434981801118,"CD14+ Monocyte"
"339",25.8191028518515,-3.27799834799353,"CD19+ B"
"340",9.11558447676662,18.7292002407223,"CD8+/CD45RA+ Naive Cytotoxic"
"341",15.3756084666282,18.266349833802,"CD4+/CD45RA+/CD25- Naive T"
"342",-13.4047134503135,-17.7062359167029,"CD8+ Cytotoxic T"
"343",-24.8612534824516,-15.7920912028756,"CD56+ NK"
"344",10.7895413913761,10.4829626537615,"CD8+/CD45RA+ Naive Cytotoxic"
"345",-5.55271622176998,-7.0215184242896,"CD8+/CD45RA+ Naive Cytotoxic"
"346",3.70477089963059,15.3169181090804,"CD4+/CD25 T Reg"
"347",11.2086982321032,6.96500980837242,"CD8+/CD45RA+ Naive Cytotoxic"
"348",2.09438723505278,9.23199635098108,"CD8+/CD45RA+ Naive Cytotoxic"
"349",11.1292581966065,-0.168341267479131,"CD4+/CD25 T Reg"
"350",23.748224628422,-7.12225645778423,"CD19+ B"
"351",-3.34266048565196,-9.69092423334587,"CD8+ Cytotoxic T"
"352",-6.64129527428907,-13.842627660565,"CD8+ Cytotoxic T"
"353",-24.0087180398097,5.06691558514762,"CD56+ NK"
"354",-17.3926054229415,24.8116955825243,"CD14+ Monocyte"
"355",-16.04996072163,-2.84943035822951,"CD8+ Cytotoxic T"
"356",-15.9923130051327,5.26250431709971,"CD8+ Cytotoxic T"
"357",22.9475865555099,9.8626482317468,"CD4+/CD25 T Reg"
"358",-10.044452833427,-5.57853592907198,"CD8+ Cytotoxic T"
"359",-5.23422367715147,4.38905390379132,"CD8+/CD45RA+ Naive Cytotoxic"
"360",0.115833995910096,26.2047983419677,"CD14+ Monocyte"
"361",-9.90206232670284,-7.79175496677636,"CD8+ Cytotoxic T"
"362",17.0384142547754,7.9478525457053,"CD8+/CD45RA+ Naive Cytotoxic"
"363",-16.4130861005608,-0.185547929049313,"CD8+ Cytotoxic T"
"364",31.6071740532129,1.24711948269933,"CD19+ B"
"365",-32.54973502795,-2.22469121147868,"Dendritic"
"366",9.7228508796543,19.4361888657037,"CD4+/CD45RA+/CD25- Naive T"
"367",20.3281174090807,11.5707398707655,"CD4+/CD25 T Reg"
"368",-8.62271120860831,17.2631363706965,"CD8+/CD45RA+ Naive Cytotoxic"
"369",9.74086545555113,-19.2543977084923,"CD4+/CD25 T Reg"
